,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12,MPa,Error_GRF,MechWork,ErrorMom,RoM,Experiment No.
99,0.11199999999999999,1.367,0.024,0.879,0.33399999999999996,0.55,0.9229999999999999,0.863,0.8740000000000001,0.763,1.234,0.951,635.5986,0.01440644371408862,6.934221556868075,1.197693234333919,24.3046317096,100.0
100,0.228,2.1959999999999997,0.07400000000000001,1.041,0.6859999999999999,-65.15,0.512,0.6,1.0759999999999998,0.958,0.664,0.917,708.1089,0.02908928319981745,12.391452698335971,1.5251549164216076,29.058067322,101.0
101,0.392,2.08,0.094,1.3359999999999999,0.598,4.15,0.068,0.737,1.074,0.615,1.249,0.7979999999999999,617.9212,0.026449564499712305,0.0761808049109412,1.888361467073386,19.770220871665998,102.0
102,0.413,0.925,0.45399999999999996,1.072,0.502,40.15,0.222,0.546,1.101,0.7909999999999999,0.634,0.738,692.1831,0.0133869053918174,4.06368560935035,0.8006627738481638,24.8871192936,103.0
103,0.693,1.933,0.324,0.716,0.754,38.35,0.302,0.782,1.001,0.5539999999999999,0.379,0.912,600.7794,0.023092545453750786,0.43776580037211055,1.5873217517081124,19.992689702477,104.0
104,0.14300000000000002,1.344,0.154,1.235,0.9059999999999999,-14.75,0.408,0.519,0.7959999999999999,0.733,0.986,0.8059999999999999,617.8281,0.024777731914247092,10.996973717081476,1.6890196315012804,24.66493636389,105.0
105,0.408,1.258,0.469,1.94,0.39799999999999996,-64.25,0.693,0.94,0.794,0.557,1.0759999999999998,0.9470000000000001,641.8085,0.021719125716895687,0.02509458801099157,2.0005971071495185,17.67099931884,106.0
106,0.478,1.034,0.264,1.933,0.67,-73.25,0.322,0.526,1.031,0.573,0.544,0.9690000000000001,661.8787,0.014395584995422638,0.3032583490928413,1.957086928068552,18.456911891933,107.0
107,0.022000000000000002,1.39,0.209,0.863,0.642,-10.25,0.462,0.67,0.8859999999999999,1.0959999999999999,1.376,0.728,794.3337,0.019098056376860257,8.42791123853401,0.7217579338238835,31.292135953799995,108.0
108,0.6829999999999999,2.01,0.21600000000000003,1.607,0.818,26.65,0.048,0.506,1.2409999999999999,0.9059999999999999,1.181,0.752,674.1452,0.037525069045479545,9.083348993286464,1.6920191890355332,27.594753906405,109.0
109,0.222,2.0180000000000002,0.141,1.165,0.7340000000000001,94.15,0.972,0.7979999999999999,1.129,0.752,0.055999999999999994,0.8370000000000001,683.5546,0.02256326808109535,5.341417290012396,0.9051665981463268,24.532780654652,110.0
110,0.042,1.475,0.166,0.871,0.498,50.05,0.8370000000000001,0.679,1.084,0.584,1.354,0.7559999999999999,628.5819,0.011610166787163782,2.177125616838587,0.6903688051612752,22.70413208,111.0
111,0.9179999999999999,0.9790000000000001,0.121,1.46,0.37799999999999995,55.45,0.39799999999999996,0.524,1.214,0.87,0.221,0.779,645.9326,0.016733260243809226,4.041448326368218,0.6548005259778001,26.7059884072,112.0
112,0.252,1.8090000000000002,0.446,1.8630000000000002,0.514,54.55,0.738,0.8270000000000001,0.9740000000000001,0.9640000000000001,0.6940000000000001,0.968,700.5214,0.043131383677163015,13.536227323088012,1.6747790848060689,29.53346650303,113.0
113,0.768,1.716,0.294,0.7390000000000001,0.366,58.15,0.617,0.922,1.136,1.088,0.409,0.9,767.4966,0.030911879705464555,9.923916612058694,0.7996302645239849,35.24279737505999,114.0
114,0.948,1.5919999999999999,0.406,0.972,0.762,-6.65,0.452,0.812,0.851,0.8240000000000001,0.889,0.746,641.1203,0.03004715560508849,12.08384047705322,1.4945756198847473,26.920719950932998,115.0
115,0.968,0.7859999999999999,0.28600000000000003,1.9709999999999999,0.63,5.05,0.413,0.555,0.7509999999999999,0.703,1.421,0.986,628.5039,0.029351419477805826,9.614489920707822,1.7393748827927744,23.926077186599997,116.0
116,0.888,1.599,0.33899999999999997,0.7859999999999999,0.982,49.15,0.402,0.8590000000000001,0.9940000000000001,0.722,0.8140000000000001,0.7070000000000001,611.0847,0.022624850125857698,8.041995444721026,1.2969376927310587,24.344766899502,117.0
117,0.8370000000000001,1.251,0.106,1.545,0.53,15.85,0.6779999999999999,0.6679999999999999,0.9790000000000001,0.914,1.166,0.872,670.7175,0.02400343826778504,10.919791062801044,1.185108682896762,29.555165529210004,118.0
118,0.9329999999999999,0.747,0.006,1.979,0.674,51.85,0.818,0.726,0.7859999999999999,0.9279999999999999,0.259,0.8,669.6495,0.03305833714116541,11.413003589062885,1.2113012999944504,30.526291131999997,119.0
119,0.772,0.917,0.040999999999999995,1.413,0.414,37.45,0.242,0.769,0.841,0.934,0.8590000000000001,0.998,722.4791,0.02015008055217451,9.038921621757742,0.916893313513592,30.2475776673,120.0
120,0.027999999999999997,1.351,0.361,1.475,0.79,43.75,0.042,0.816,1.1159999999999999,0.6970000000000001,0.7609999999999999,0.953,672.7230000000001,0.01974112435007792,7.7176884805872366,1.2137876756484374,25.233229637210002,121.0
121,0.23800000000000002,1.7,0.19899999999999998,1.646,0.73,-19.25,0.762,0.762,1.006,1.013,0.446,0.983,699.7878,0.03758221038255866,15.067403082401828,1.557838441508641,30.05323421934,122.0
122,0.953,1.956,0.259,1.065,0.518,7.75,0.182,0.634,0.966,0.777,0.581,0.978,643.2615,0.02956431020064855,9.401060079300075,1.7384342258879617,25.08405809067,123.0
123,0.6729999999999999,1.2890000000000001,0.436,2.1959999999999997,0.494,-46.25,0.812,0.841,1.0959999999999999,0.884,0.9109999999999999,0.743,741.048,0.024850265895062867,7.7399475015508985,1.831959973272426,27.015844434066,124.0
124,0.44799999999999995,1.0959999999999999,0.079,1.5530000000000002,0.298,95.05,0.382,0.636,1.124,0.961,0.604,0.897,723.975,0.02549633305467572,5.8791615752718185,0.6821635870608032,32.038554429899996,125.0
125,0.138,2.103,0.028999999999999998,1.406,0.5660000000000001,-13.85,0.168,0.902,0.8140000000000001,0.6559999999999999,1.444,0.765,572.9886,0.029600968730647374,0.16218422380992698,2.098487995283594,20.63901132318,126.0
126,0.628,1.181,0.124,1.003,0.758,10.45,0.057,0.857,1.1540000000000001,1.068,0.431,0.795,735.0603,0.018196326236469683,7.8642856142165645,0.7175358738264279,30.401403904299997,127.0
127,0.188,1.646,0.27899999999999997,0.84,0.222,-57.05,0.392,0.897,0.7659999999999999,1.071,1.4809999999999999,0.9540000000000001,838.8461,0.024621337694168174,11.960029037648196,0.8882933929762774,33.026081764846,128.0
128,0.607,1.847,0.391,0.654,0.618,71.65,0.002,0.9259999999999999,0.996,0.727,0.371,0.816,563.4516,0.02354147517848179,9.898772898471456,1.3242885932163462,27.386519547666,129.0
129,0.258,2.1109999999999998,0.049,1.6380000000000001,0.546,23.05,0.9329999999999999,0.602,1.224,0.892,0.9790000000000001,0.758,719.6112,0.02191710433219517,5.83029954926228,1.1919516565271375,27.180732276223,130.0
130,0.698,1.8319999999999999,0.129,1.514,0.602,20.35,0.643,0.807,0.951,1.022,0.109,0.932,690.413,0.042554377545989265,15.193282229097564,1.4388519157146489,31.020375207529998,131.0
131,0.39799999999999996,1.196,0.41100000000000003,0.995,0.65,30.25,0.998,0.821,1.089,0.755,1.391,0.815,607.1983,0.012314219523522449,1.825609791069256,0.5560537189072411,23.4621155261,132.0
132,0.37799999999999995,1.8940000000000001,0.35100000000000003,1.305,0.7659999999999999,-27.35,0.633,0.8390000000000001,0.809,1.085,0.529,0.888,748.2132,0.04025853860354288,15.94032193810952,1.2982905002178622,32.145192831386,133.0
133,0.778,0.8859999999999999,0.384,1.204,0.7140000000000001,-52.55,0.37200000000000005,0.598,1.2109999999999999,0.925,1.031,0.8390000000000001,673.9575,0.010958597300065556,4.444965082525108,0.6644320401752747,24.2038621903,134.0
134,0.8320000000000001,0.755,0.314,0.693,0.5820000000000001,22.15,0.508,0.733,1.046,0.65,1.339,0.762,579.9476,0.0099562989314499,3.1457059214202627,0.7966809879769453,21.440637111199997,135.0
135,0.732,1.824,0.226,1.824,0.77,87.85,0.053,0.6990000000000001,1.236,0.912,0.364,0.8640000000000001,600.5755,0.03381293430008113,10.741565729290668,1.1978579875951192,30.075462911476997,136.0
136,0.418,2.026,0.35600000000000004,1.785,0.51,77.05,0.032,0.884,1.051,1.099,0.11599999999999999,0.938,482.6077,0.02949244576802687,6.395502774937111,0.8395421313191709,26.4186134334,137.0
137,0.988,0.677,0.126,2.103,0.69,-39.05,0.17800000000000002,0.5820000000000001,0.769,1.074,0.23600000000000002,0.9329999999999999,848.7528,0.040053229732597374,16.328353816118337,1.2655516421591375,31.939590454,138.0
138,0.28300000000000003,2.126,0.081,2.08,0.7859999999999999,-21.95,0.602,0.551,1.0190000000000001,0.7490000000000001,0.8809999999999999,0.909,609.5955,0.030572108609243694,0.07795381883338001,2.4231565070302894,23.070579424770003,139.0
139,0.46799999999999997,2.15,0.336,1.8780000000000001,0.29,-30.05,0.7120000000000001,0.9059999999999999,1.226,0.601,0.6409999999999999,0.9570000000000001,730.5364,0.028650495146837342,0.047870028922804016,1.821319826124146,22.567955359890004,140.0
140,0.6579999999999999,1.297,0.364,1.716,0.578,76.15,0.073,0.665,0.9540000000000001,1.09,0.866,0.75,671.7583,0.03209686176512179,10.216279470259707,0.8459257654599741,32.554993152899996,141.0
141,0.9279999999999999,0.84,0.311,1.599,0.698,-72.35,0.888,0.575,1.234,0.782,0.124,0.879,578.1829,0.010688975797014912,2.6227780222610293,0.6310539665062204,23.855901598499997,142.0
142,0.7120000000000001,1.506,0.354,0.77,0.802,53.65,0.078,0.904,1.176,0.843,0.439,0.785,669.1836,0.025277525739140026,8.559911492527362,0.9677510151101286,30.374934464209996,143.0
143,0.382,1.909,0.379,0.677,0.574,84.25,0.298,0.6809999999999999,1.094,0.626,0.8440000000000001,0.9590000000000001,644.5854,0.02385904929799512,5.438295292776785,1.1491074987795935,24.639309286630002,144.0
144,0.192,1.5219999999999998,0.349,0.925,0.894,-78.65,0.212,0.92,0.9259999999999999,1.093,0.071,0.852,782.4897,0.02548125289169036,11.899561488132482,0.8743648708191559,33.067386075639995,145.0
145,0.128,1.561,0.159,1.6230000000000002,0.278,-51.65,0.768,0.701,1.139,1.082,1.001,0.782,767.8103,0.025472440799312792,12.800349378270313,1.0596499505625745,32.141265869,146.0
146,0.20199999999999999,1.057,0.221,0.762,0.826,52.75,0.852,0.706,1.1059999999999999,1.057,0.551,0.7859999999999999,662.7279,0.015284340073078096,3.4799772217618408,0.5636241168636564,24.028001785,147.0
147,0.49200000000000005,1.754,0.146,0.855,0.878,-33.65,0.857,0.517,0.9359999999999999,0.579,1.399,0.9229999999999999,547.9363,0.01338801221819813,4.113868723346071,1.9579349801721115,19.455529599970003,148.0
148,0.5920000000000001,0.8170000000000001,0.23399999999999999,1.5759999999999998,0.95,-49.85,0.11800000000000001,0.512,1.2309999999999999,1.035,1.061,0.9440000000000001,796.7814,0.019816420381368417,8.122055293466332,0.7611881712949248,30.5806504487,149.0
149,0.23199999999999998,1.6769999999999998,0.299,1.1340000000000001,0.562,67.15,0.428,0.58,0.7709999999999999,0.799,0.619,0.7490000000000001,642.7887,0.033641893984573096,10.663183322942816,1.372696476508641,29.309331894,150.0
150,0.272,1.7469999999999999,0.21899999999999997,1.499,0.9940000000000001,-57.95,0.893,0.9420000000000001,1.249,0.9009999999999999,0.851,0.77,687.9756,0.020265912079491587,6.34772838164572,0.8468976073436708,28.808812543640002,151.0
151,0.42200000000000004,1.7080000000000002,0.424,1.018,0.302,-15.65,0.532,0.83,0.976,0.8590000000000001,0.289,0.86,729.4313,0.023173765201580942,11.146748596101544,1.2599135489880144,27.791847191559995,152.0
152,0.092,1.9709999999999999,0.009000000000000001,1.375,0.358,-47.15,0.418,0.773,0.941,0.9359999999999999,1.1059999999999999,0.768,703.3311,0.037313371201443964,14.25630913592438,1.5848433754460691,28.055306822509998,153.0
153,0.958,1.6380000000000001,0.32899999999999996,1.034,0.8859999999999999,-29.15,0.9279999999999999,0.915,1.209,0.821,1.196,0.8240000000000001,657.8426,0.01571388334689746,5.056057131218731,0.6892912063829587,25.40955626212,154.0
154,0.528,1.4680000000000002,0.389,1.692,0.838,-56.15,0.478,0.5710000000000001,0.8240000000000001,0.857,0.7090000000000001,0.9359999999999999,680.8879,0.03255295908575686,11.974444671312465,1.8828711444143382,26.373763203670002,155.0
155,0.978,1.615,0.34600000000000003,1.111,0.48200000000000004,24.85,0.32799999999999996,0.5479999999999999,0.9009999999999999,0.617,1.121,0.732,597.316,0.021998397292959618,6.590893916788407,1.7268212703339647,21.774507313839997,156.0
156,0.488,1.9480000000000002,0.479,0.7240000000000001,0.49,18.55,0.10800000000000001,0.521,0.846,0.8809999999999999,1.294,0.9890000000000001,679.1506,0.03251796612731343,12.914652094150336,1.4040447621102872,28.740938306159997,157.0
157,0.7020000000000001,1.3359999999999999,0.366,2.134,0.382,-67.85,0.688,0.564,1.166,1.079,1.114,0.797,798.0245,0.028693831759693925,12.6429671456287,1.4922531254599505,31.954998550833,158.0
158,0.9129999999999999,1.9169999999999998,0.261,0.8170000000000001,0.31,65.35,0.7879999999999999,0.6559999999999999,1.179,0.5820000000000001,1.459,0.902,694.252,0.016409641611325184,0.5454503446600358,0.8171695428888568,20.93327173614,159.0
159,0.898,1.8630000000000002,0.26899999999999996,0.731,0.57,-79.55,0.33799999999999997,0.503,0.804,0.879,0.469,0.93,697.7637,0.031421945510188,13.568051752753494,1.4476403407715126,27.232676086833,160.0
160,0.5820000000000001,1.065,0.11599999999999999,1.429,0.8140000000000001,41.05,0.953,0.9079999999999999,0.8640000000000001,0.953,0.904,0.855,703.077,0.025092406920482733,10.295650668214355,1.062324332299492,30.56345799572,161.0
161,0.053,1.421,0.24100000000000002,1.2890000000000001,0.25,60.85,0.312,0.929,1.111,1.011,0.611,0.747,781.5265,0.02563480804623181,8.941520908863804,0.8375668186116725,33.678412437199995,162.0
162,0.542,1.483,0.086,1.7,0.282,73.45,0.198,0.805,1.2009999999999998,0.672,0.7390000000000001,0.764,689.375,0.02736524290717017,7.275574021940131,1.1102685401572978,24.85501456245,163.0
163,0.847,1.964,0.231,2.026,0.354,-16.55,0.42200000000000004,0.56,0.8490000000000001,0.604,0.956,0.78,606.9919,0.028199928544969038,0.053443312870257526,2.3772526832516734,18.78860279895,164.0
164,0.132,0.77,0.18600000000000003,1.452,0.8059999999999999,96.85,0.132,0.647,1.1909999999999998,0.6940000000000001,1.429,0.767,653.5302,0.01918754637686741,2.2184707402904382,0.6382435337562063,27.3792958261,165.0
165,0.038,1.46,0.149,0.708,0.45799999999999996,35.65,0.38799999999999996,0.785,1.196,1.055,0.596,0.713,779.2158,0.01618462123901275,6.1291763271635595,0.6331526365773315,29.916995525100003,166.0
166,0.168,2.188,0.071,2.181,0.882,97.75,0.958,0.823,1.126,1.06,0.040999999999999995,0.975,693.0646,0.05007497405954287,8.997929120269669,2.065665738420662,32.9745548813,167.0
167,0.10300000000000001,0.809,0.486,1.902,0.638,86.95,0.6679999999999999,0.8140000000000001,1.119,0.664,0.386,0.708,702.2867,0.01895368443689502,4.364581568190723,0.7928696397321959,26.108424827186,168.0
168,0.722,1.382,0.429,0.809,0.506,66.25,0.9179999999999999,0.9109999999999999,1.199,0.667,0.251,0.825,669.7722,0.014759712485802476,3.089395733421515,0.5503203156813878,25.543154596860003,169.0
169,0.643,2.142,0.004,2.057,0.34600000000000003,2.35,0.012,0.614,1.244,0.972,1.3459999999999999,0.956,590.7369,0.03009680781681962,11.631990267447154,1.48305989094296,29.100138128300003,170.0
170,0.20800000000000002,1.499,0.161,1.7309999999999999,0.434,-12.05,0.522,0.501,0.764,0.62,0.049,0.863,575.9628,0.02383851919351297,6.310752351286,2.0099363024677244,20.789917081330003,171.0
171,0.302,2.057,0.434,1.615,0.314,36.55,0.6729999999999999,0.735,0.884,0.813,1.2409999999999999,0.83,645.0642,0.035626944031518865,8.322531304164942,2.014767123489127,25.473561972385998,172.0
172,0.597,1.452,0.40399999999999997,1.39,0.522,-35.45,0.14300000000000002,0.843,1.146,0.9229999999999999,0.026000000000000002,0.861,781.9461,0.0241974534370942,11.563136149194847,1.0989043611661835,29.0194854585,173.0
173,0.032,1.088,0.441,0.8859999999999999,0.858,-11.15,0.43799999999999994,0.515,0.8809999999999999,0.631,0.146,0.89,595.2468,0.013076974754796336,6.413170304338074,1.2840521052089882,21.91251033575,174.0
174,0.462,0.716,0.29100000000000004,1.026,0.866,41.95,0.488,0.893,1.161,0.705,0.799,0.843,648.3322,0.01143648224669271,2.7343644391757342,0.6568045766318826,24.8429894444,175.0
175,0.17800000000000002,1.119,0.496,1.266,0.8540000000000001,32.05,0.17300000000000001,0.875,0.914,0.659,0.836,0.789,657.9235,0.01898174020897632,7.9178771973952236,1.3184058586930238,24.128192767909997,176.0
176,0.122,1.22,0.131,0.669,0.9259999999999999,86.05,0.528,0.845,1.1340000000000001,0.595,1.4509999999999998,0.7290000000000001,614.9672,0.017523614667378003,2.387020941488469,0.6457803398991206,23.701633043378,177.0
177,0.648,1.01,0.281,1.103,0.306,92.35,0.8320000000000001,0.789,1.156,0.84,0.6859999999999999,0.812,658.0274,0.015314819068528818,1.872170441313771,0.5044634001103704,25.9613528252,178.0
178,0.578,0.8320000000000001,0.16399999999999998,1.537,0.614,23.95,0.098,0.593,0.924,0.95,0.934,0.878,762.2623,0.02111216083097765,10.240238411113216,0.979643549550434,30.7119196656,179.0
179,0.878,1.026,0.18899999999999997,1.77,0.998,12.25,0.722,0.51,1.069,0.623,0.7909999999999999,0.941,601.4291,0.013643718015483834,4.000234722547681,1.4070937466247757,21.094635292953,180.0
180,0.218,1.1340000000000001,0.239,1.739,0.47,-59.75,0.518,0.508,1.151,0.758,0.506,0.8420000000000001,715.235,0.017017870301104486,6.5371290451014294,1.2576034130870026,23.68396323885,181.0
181,0.752,1.514,0.034,1.84,0.6459999999999999,44.65,0.982,0.7170000000000001,1.011,0.9670000000000001,0.9490000000000001,0.836,650.1927,0.029556848744381612,12.349661556088734,1.4357962512771762,29.3451238272,182.0
182,0.353,1.003,0.174,0.7929999999999999,0.386,-36.35,0.7979999999999999,0.7440000000000001,1.0659999999999998,0.76,0.746,0.7829999999999999,589.2188,0.010311304357396744,2.6865785702698846,0.6801915583353647,19.5640830998,183.0
183,0.938,0.731,0.451,1.444,0.89,-30.95,0.342,0.7509999999999999,1.194,0.956,0.35600000000000004,0.9079999999999999,704.623,0.01617787598426354,7.304264694869121,0.8214743029666758,28.112499475899998,184.0
184,0.048,1.041,0.10400000000000001,1.5219999999999998,0.794,-32.75,0.292,0.611,1.109,0.8759999999999999,1.189,0.792,696.9445,0.015571367284415518,7.66146481923267,1.0368660192102714,28.152383804,185.0
185,0.508,1.2429999999999999,0.414,0.956,0.474,68.05,0.262,0.7959999999999999,0.8109999999999999,1.052,1.324,0.8009999999999999,781.9273,0.02241710564189095,6.805867715387842,0.6991647553720013,32.00326442710001,186.0
186,0.11800000000000001,0.956,0.044000000000000004,0.662,0.71,32.95,0.20800000000000002,0.9440000000000001,0.8590000000000001,0.6829999999999999,0.491,0.81,616.9771,0.010909739395475562,5.308781551234091,0.9972927956979168,23.1620962619,187.0
187,0.5720000000000001,0.708,0.48100000000000004,0.778,0.606,11.35,0.883,0.607,0.784,0.7140000000000001,0.011000000000000001,0.987,592.7313,0.01126503930711049,5.85190895588554,1.1584771494841202,21.214050292600003,188.0
188,0.182,0.855,0.064,1.351,0.254,69.85,0.128,0.539,1.0859999999999999,0.898,0.086,0.893,710.674,0.020535185805978302,4.815120016456818,0.7284444293096337,27.3067669868,189.0
189,0.48200000000000004,1.165,0.046,2.041,0.634,74.35,0.607,0.629,0.9390000000000001,0.6779999999999999,0.20600000000000002,0.929,597.8154,0.02569035470719612,6.4980720433529235,1.6080812412484933,24.654636953477002,190.0
190,0.428,1.77,0.061,1.4369999999999998,0.958,-34.55,0.28800000000000003,0.537,0.904,0.895,0.244,0.8809999999999999,643.4709,0.03640621275365248,12.898269819522262,1.6628316981538545,27.326875261870004,191.0
191,0.452,1.7309999999999999,0.256,1.189,0.778,88.75,0.732,0.69,0.856,0.725,1.091,0.894,592.4114,0.029500868038866705,8.414086132603384,1.6454458056282881,25.997079010666,192.0
192,0.622,0.987,0.191,1.127,0.782,29.35,0.542,0.76,0.8390000000000001,1.005,0.5660000000000001,0.899,708.3532,0.01832927671658023,7.05581860470827,0.7825019447554376,29.984931469,193.0
193,0.268,2.119,0.499,2.072,0.294,85.15,0.5579999999999999,0.872,0.956,0.917,1.436,0.996,823.9105,0.048406795495855616,8.792467323607882,2.0307431414093364,28.405201492833,194.0
194,0.893,1.8159999999999998,0.304,1.7080000000000002,0.446,-2.15,0.628,0.6609999999999999,1.1440000000000001,0.846,0.919,0.737,709.8156,0.02465922031355266,7.986488832965736,1.4960782705340483,25.869815453460003,195.0
195,0.498,1.692,0.27399999999999997,2.088,0.266,77.95,0.162,0.618,1.189,0.593,1.099,0.887,630.6586,0.02519377264623608,0.2978154982276445,1.4994329478688655,20.126773834,196.0
196,0.633,1.359,0.381,1.778,0.318,-68.75,0.5820000000000001,0.62,0.8909999999999999,0.785,1.331,0.8270000000000001,697.9616,0.02467236360163473,9.84604679960266,1.8365078851786003,24.387540042460003,197.0
197,0.45799999999999996,1.739,0.059000000000000004,1.274,0.462,-3.95,0.6579999999999999,0.877,0.866,1.0659999999999998,0.8290000000000001,0.9390000000000001,748.4838,0.035724967318857125,15.353792005063585,1.225266634792042,32.15979538828999,198.0
198,0.562,1.212,0.47600000000000003,1.5919999999999999,0.738,-28.25,0.122,0.53,1.026,0.7,1.3090000000000002,0.705,701.0532,0.019357643804153484,7.658470952027295,1.5082886329575604,23.302740230879998,199.0
199,0.568,1.15,0.196,1.568,0.478,80.65,0.878,0.557,1.091,0.606,0.536,0.882,593.9819,0.013260906613165724,0.8111158559078292,0.557953659493592,23.806595382833,200.0
